Date of Lead Publication,Imported By,Date Imported,Verification Status,Lead Id,Lead Title,Lead URL,Authoring Organizations Type,Author,Source,Lead Priority,Assignee,Entry Id,Lead-Entry Id,Modified Excerpt,Original Excerpt,Context - Dimension,Context - Subdimension,Population,Vulnerable groups - Level 0,Factors - Dimension,Factors - Subdimension,Malawi Polygons,Country,Country (code),District,District (code),Town,Town (code),Date,Reliability,Health Services - Dimension,Health Services - Subdimension,Outbreak - Dimension,Outbreak - Subdimension,Health and social consequences,Interventions to control the outbreak,Spread of the outbreak,Health workforce,Socio-economic status
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573476,78696-573476,"We used to make a lot of money in night clubs and bars just by entertaining or dancing for the clients but now with the government’s restrictions, all these
entertainment centers are now running for a few hours and it is extremely hard to make a reasonable amount of money as we used to make before (Chamoka, Sex worker).",,Factors,Social vulnerabilities,Urban,,,,,Malawi,Malawi,,,,,,Medium,,,Response,Government measures,Increase,Enable,Discourage,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573475,78696-573475,Te measures against further spread of COVID-19 suppressed people’s accessibility to food.,,Factors,Social vulnerabilities,Urban,,,,,Malawi,Malawi,Blantyre,Blantyre,,,,Medium,,,Disease,Covid-19,Increase,Enable,Discourage,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573475,78696-573475,Te measures against further spread of COVID-19 suppressed people’s accessibility to food.,,Factors,Social vulnerabilities,Urban,,,,,Malawi,Malawi,,,,,,Medium,,,Disease,Covid-19,Increase,Enable,Discourage,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573475,78696-573475,Te measures against further spread of COVID-19 suppressed people’s accessibility to food.,,Factors,Social vulnerabilities,Urban,,,,,Malawi,Malawi,Blantyre,Blantyre,,,,Medium,,,Response,Government measures,Increase,Enable,Discourage,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573475,78696-573475,Te measures against further spread of COVID-19 suppressed people’s accessibility to food.,,Factors,Social vulnerabilities,Urban,,,,,Malawi,Malawi,,,,,,Medium,,,Response,Government measures,Increase,Enable,Discourage,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573474,78696-573474,"These measures were deemed to be extremely harsh by the urban
dwellers especially those in the informal work force such as street vendors, sex workers, and minibus/tax drivers, as they posed a threat to their livelihoods.",,Factors,Political context and social movements,Urban,,,,,Malawi,Malawi,Blantyre,Blantyre,,,01-04-2021,Medium,,,Disease,Covid-19,Increase,Enable,Discourage,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573474,78696-573474,"These measures were deemed to be extremely harsh by the urban
dwellers especially those in the informal work force such as street vendors, sex workers, and minibus/tax drivers, as they posed a threat to their livelihoods.",,Factors,Engaging civil society and local organisations,Urban,,,,,Malawi,Malawi,Blantyre,Blantyre,,,01-04-2021,Medium,,,Disease,Covid-19,Increase,Enable,Discourage,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573474,78696-573474,"These measures were deemed to be extremely harsh by the urban
dwellers especially those in the informal work force such as street vendors, sex workers, and minibus/tax drivers, as they posed a threat to their livelihoods.",,Factors,Political context and social movements,Urban,,,,,Malawi,Malawi,,,,,01-04-2021,Medium,,,Disease,Covid-19,Increase,Enable,Discourage,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573474,78696-573474,"These measures were deemed to be extremely harsh by the urban
dwellers especially those in the informal work force such as street vendors, sex workers, and minibus/tax drivers, as they posed a threat to their livelihoods.",,Factors,Engaging civil society and local organisations,Urban,,,,,Malawi,Malawi,,,,,01-04-2021,Medium,,,Disease,Covid-19,Increase,Enable,Discourage,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573474,78696-573474,"These measures were deemed to be extremely harsh by the urban
dwellers especially those in the informal work force such as street vendors, sex workers, and minibus/tax drivers, as they posed a threat to their livelihoods.",,Factors,Political context and social movements,Urban,,,,,Malawi,Malawi,Blantyre,Blantyre,,,01-04-2021,Medium,,,Response,Government measures,Increase,Enable,Discourage,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573474,78696-573474,"These measures were deemed to be extremely harsh by the urban
dwellers especially those in the informal work force such as street vendors, sex workers, and minibus/tax drivers, as they posed a threat to their livelihoods.",,Factors,Engaging civil society and local organisations,Urban,,,,,Malawi,Malawi,Blantyre,Blantyre,,,01-04-2021,Medium,,,Response,Government measures,Increase,Enable,Discourage,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573474,78696-573474,"These measures were deemed to be extremely harsh by the urban
dwellers especially those in the informal work force such as street vendors, sex workers, and minibus/tax drivers, as they posed a threat to their livelihoods.",,Factors,Political context and social movements,Urban,,,,,Malawi,Malawi,,,,,01-04-2021,Medium,,,Response,Government measures,Increase,Enable,Discourage,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573474,78696-573474,"These measures were deemed to be extremely harsh by the urban
dwellers especially those in the informal work force such as street vendors, sex workers, and minibus/tax drivers, as they posed a threat to their livelihoods.",,Factors,Engaging civil society and local organisations,Urban,,,,,Malawi,Malawi,,,,,01-04-2021,Medium,,,Response,Government measures,Increase,Enable,Discourage,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573473,78696-573473,"Some of the measures implemented included: (i) reducing the capacity or number of passengers boarding minibuses and taxis (ii) closing bars and
marketplaces at eight o’clock in the evening time, and (iii) closure of schools, and social distancing.",,Factors,Livelihoods and economic relations,Urban,,,,,Malawi,Malawi,,,,,01-04-2021,Medium,,,Disease,Covid-19,Decrease,Neutral,Facilitate,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573473,78696-573473,"Some of the measures implemented included: (i) reducing the capacity or number of passengers boarding minibuses and taxis (ii) closing bars and
marketplaces at eight o’clock in the evening time, and (iii) closure of schools, and social distancing.",,Factors,Livelihoods and economic relations,Urban,,,,,Malawi,Malawi,,,,,01-04-2021,Medium,,,Response,Government measures,Decrease,Neutral,Facilitate,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573472,78696-573472,"the Malawi Government, under the leadership of Lazarus Chakwera, desperately enacted strong restrictive policy measures as a way of containing the spread of the virus",,,,Unspecified/General population,,,,,Malawi,Malawi,,,,,,Medium,,,Disease,Covid-19,Neutral,Neutral,Neutral,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573472,78696-573472,"the Malawi Government, under the leadership of Lazarus Chakwera, desperately enacted strong restrictive policy measures as a way of containing the spread of the virus",,,,Unspecified/General population,,,,,Malawi,Malawi,,,,,,Medium,,,Response,Government measures,Neutral,Neutral,Neutral,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573471,78696-573471,The outbreak of COVID-19 has disproportionately resulted in widespread food insecurity.,,,,Unspecified/General population,,,,,Malawi,Malawi,,,,,01-04-2021,Medium,,,Disease,Covid-19,Neutral,Neutral,Neutral,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573470,78696-573470,"Malawi remains one the poorest countries in the world with more than half of the country’s population living below the poverty line (less than $1.90 per day), and a quarter living in extreme poverty.",,,,Unspecified/General population,,,,,Malawi,Malawi,,,,,01-04-2021,Medium,,,Disease,Covid-19,Neutral,Neutral,Neutral,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573469,78696-573469,"These measures have increased the vulnerability of the residents to food insecurity, forcing them to face severe challenges to accessing adequate food to support their families as a result of low incomes, job loss, and business disruptions.",,Factors,Livelihoods and economic relations,Urban,,,,,Malawi,Malawi,Blantyre,Blantyre,,,01-04-2021,Medium,,,Disease,Covid-19,Decrease,Enable,Discourage,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573469,78696-573469,"These measures have increased the vulnerability of the residents to food insecurity, forcing them to face severe challenges to accessing adequate food to support their families as a result of low incomes, job loss, and business disruptions.",,Factors,Livelihoods and economic relations,Urban,,,,,Malawi,Malawi,,,,,01-04-2021,Medium,,,Disease,Covid-19,Decrease,Enable,Discourage,,
